Customer ID,Description,Product,Release Date,Support Expiration,Version Number,Version Status,Database Location,Farm Level Or Commercial,HMI Tags (Number Currently),IO Count,Number Of Customers,Number Of Mills (Enterprise or Office Pro),Number Of Users,Other Sites With Enterprise,Ownership or Subscription,Previous Version,Product Installed Date,Product Notes,Product Serial Number,Product Updated Date,Reg Key,SQL Version,Subscription End Date
1980424,,Computer/Server,,,Windows XP,Released,,,,,,,,,,,,,,,,,
1980424,,Other Item,,,,,,,,,,,,,,,,,,,,,
1980424,,Bulk Bag Rack,,,,,,,,,,,,,,,,,,,,,
1980424,,MFP (Modular Feed Processor),,,,,,,,,,,,,,,,,,,,,
1980430,,Other Item,,,,,,,,,,,,,,,,,,,,,
1980430,,Computer/Server,,,,,,,,,,,,,,,,,,,,,
1980430,,FOPro Exporter Version,,,,,,,,,,,,,,,,,,,,,
1980430,,FOPro Report Viewer Version,,,8.1.18,Released,,,,,,,,,,,,,,,,,
1980430,,FOPro Production Interface,,,,,,,,,,,,,,,,,,,,,
1980430,,FOPro Auto Accounting Interface,,,QuickBooks,Released,,,,,,,,,,,,,,,,,
1980430,,FOPro Spreadsheet Pricing,,,,,,,,,,,,,,,,,,,,,
1980430,,FOPro Contract Pricing,,,,,,,,,,,,,,,,,,,,,
1980430,,FOPro Lot Tracking,,,,,,,,,,,,,,,,,,,,,
1980430,,FOPro Multi-Customer,,,,,,,,,,,,,,,,,,,,,
1980430,,FOPro Tags,,,,,,,,,,,,,,,,,,,,,
1980430,,FOPro Preorder Export,,,,,,,,,,,,,,,,,,,,,
1980430,,FOPro Preorder Import,,,,,,,,,,,,,,,,,,,,,
1980430,,Scale Head,,,Hardy Main/Micr,Released,,,,,,,,,,,,,,,,,
1980430,,OrdSync,,,5.4.02,Discontinued,,,,,,,,,,,,,,,,,
1980430,,MOTH,,,5.0.5.0,Released,,,,,,,,,,,,,,,,,
1980430,,EZ Weigh IV,,,,,,,,,,,,,,,,,,,,,
1980430,,Microsystem,,,Poly,Released,,,,,,,,,,,,,,,,,
1980430,,FBPro,,,Uninstalled,Alpha,Batcher,,,,,,,,,6.2.44,01/28/2014,,,01/17/2020,,,
1980430,,FOPro Base Program,,,Uninstalled,Alpha,,,,,,,4,,,8.5.43,12/09/2004,,,05/10/2019,,,
1980430,,Red Lion DLL,,,Uninstalled,Released,,,,,,,,,,,,,,,,,
1980430,,HMI,,,Eaton,Released,,,,209.00000000,,,,,,,,,,,,,
1980430,,Motor Control Panel,,,,,,,,,,,,,,,,,,,,,
1980430,,VFD (Variable Frequency Drive) or Soft Start,,,,,,,,,,,,,,,,,,,,,
1980430,,Microsystem,,,Stainless Steel,Released,,,,,,,,,,,,2,,,,,
1980430,,Auger (EAI-Built),,,,,,,,,,,,,,,,,,,,,
1980430,,PLC Program,,,,,,,,,,,,,,,,,,,,,
1980430,,NexGen Office Multi-Level Pricing,,,,,,,,,,,,,,,,,,,,,
1980430,,NexGen Office Feed Tags,,,,,,,,,,,,,,,,,,,,,
1980430,,NexGen Office Ingredient Lot Tracking,,,,,,,,,,,,,,,,,,,,,
1980430,,NexGen Office VFD Module,,,,,,,,,,,,,,,,,,,,,
1980430,,NexGen Office Integrated Accounting,,,Sage Peachtree,Released,,,,,,,,,,,,,,,,,
1980430,,HMI,,08/26/2025,InduSoft,Released,,,,265.00000000,,,,,,,,4000 tags,,,,,
1980430,R M 13659,NexGen Office Base Program,09/08/2023,08/26/2025,6.1.25097.3,Discontinued,,Commercial,,,,,3,,Outright Ownership,6.0.22679.3,06/16/2022,,,10/18/2022,,,
1980430,,Loadout NexGen Whiteboard (NO SCALE),,08/26/2025,,,,,,,,,,,Outright Ownership,,08/26/2022,,,,,,
1980430,,NexGen Controller,07/15/2022,08/26/2025,1.0.21760.0,Discontinued,,Commercial,,,,,,,Outright Ownership,,08/26/2022,,,,,,
1980958,,Other Item,,,,,,,,,,,,,,,,,,,,,
1980958,,Computer/Server,,,Windows XP,Released,,,,,,,,,,,,,,,,,
1980958,,FOPro Base Program,,03/06/2014,8.1.154,Released,,,,,,,5,,,"8.1.140, 153",03/07/2008,,,03/12/2012,,,
1980958,,FOPro Exporter Version,,,8.0.2,Released,,,,,,,,,,,,,,,,,
1980958,,FOPro Production Interface,,,,,,,,,,,,,,,,,,,,,
1980958,,FOPro Auto Accounting Interface,,,AgVantage ,Released,,,,,,,,,,,,,,,,,
1980958,,FOPro Manual Accounting Interface,,,AgVantage ,Released,,,,,,,,,,,,,,,,,
1980958,,FOPro Spreadsheet Pricing,,,,,,,,,,,,,,,,,,,,,
1980958,,FOPro Grain Bank,,,,,,,,,,,,,,,,,,,,,
1980958,,FOPro Contract Pricing,,,,,,,,,,,,,,,,,,,,,
1980958,,FOPro Multi-Customer,,,,,,,,,,,,,,,,,,,,,
1980958,,FOPro Tags,,,,,,,,,,,,,,,,,,,,,
1980958,,Red Lion DLL,,,2.1.1.11,Released,,,,,,,,,,,,,,,,,
1980958,,Scale Head,,,Rice Lake 120i,Released,,,,,,,,,,,,,,,,,
1980958,,OrdSync,,,5.4.02,Discontinued,,,,,,,,,,,,,,,,,
1980958,,MOTH,,,5.0.5.0,Released,,,,,,,,,,,,,,,,,
1980958,,RMS All In One Panel Mill Automation,,,,,,Level 1/Farm Level,,,,,,,,,04/02/2025,,,04/14/2025,,,
1980958,,FBPro,02/08/2021,06/19/2026,6.2.100,Released,batcher,,,,,,,,,5.4.48,06/18/2008,,,05/08/2014,1734408352,,
1980970,,FOPro Base Program,,07/26/2017,8.3.171,Released,,,,,,,,,,,,,,12/15/2016,,,
1980970,,FOPro Exporter Version,,,8.3.036,Released,,,,,,,,,,,,,,,,,
1980970,,FOPro Production Interface,,,,,,,,,,,,,,,,,,,,,
1980970,,FOPro Auto Accounting Interface,,,Control Ex-Des Moines,Released,,,,,,,,,,,,,,,,,
1980970,,FOPro Manual Accounting Interface,,,Control Ex-Des Moines,Released,,,,,,,,,,,,,,,,,
1980970,,FOPro Spreadsheet Pricing,,,,,,,,,,,,,,,,,,,,,
1980970,,FOPro Lot Tracking,,,,,,,,,,,,,,,,,,,,,
1980970,,FOPro Multi-Customer,,,,,,,,,,,,,,,,,,,,,
1980970,,FOPro Preorder,,,,,,,,,,,,,,,,,,,,,
1980970,,EZ Weigh IV,,,,,,,,,,,,,,,,,,,,,
1980970,,Receiving Pro,,07/26/2017,1.0.69,Released,,,,,,,,,,1.0.37,06/05/2006,,,02/18/2010,,,
1980970,,FBPro,,07/26/2017,6.2.24,Discontinued,Batcher/AGP3,,,,,,,,,6.2.17,,,,07/11/2016,,,
1980970,,Computer/Server,,,Windows XP,Released,,,,,,,,,,,,,,,,,
1980970,,Red Lion DLL,,,2.1.1.11,Released,,,,,,,,,,,,,,,,,
1980970,,Scale Head,,,Hardy 2151,Released,,,,,,,,,,,,,,,,,
1980970,,OrdSync,,,5.4.5,Discontinued,,,,,,,,,,,,,,,,,
1980970,,MOTH,,,5.0.6.0,Released,,,,,,,,,,,,,,,,,
1980970,,Other Item,,,,,,,,,,,,,,,,,,,,,
1980974,,EZ Weigh IV,,,,,,,,,,,,,,,,,,,,,
1980974,,FOPro Exporter Version,,,8.3.036,Released,,,,,,,,,,,,,,,,,
1980974,,FOPro Production Interface,,,,,,,,,,,,,,,,,,,,,
1980974,,FOPro Auto Accounting Interface,,,QuickBooks,Released,,,,,,,,,,,,,,,,,
1980974,,Red Lion DLL,,,2.1.1.11,Released,,,,,,,,,,,,,,,,,
1980974,,Scale Head,,,Rice Lake 920i,Released,,,,,,,,,,,,Note: Ag Production Enterprises has two (2) Rice Lake 920i scale heads.,,,,,
1980974,,MOTH,,,6.0.10,Released,,,,,,,,,,,,,,,,,
1980974,,Other Item,,,,,,,,,,,,,,,,,,,,,
1980974,,FOPro Base Program,,05/07/2025,8.5.70,Released,,,,,14.00000000,,5,,,8.5.49,05/27/2005,,,09/20/2019,,,
1980974,,FBPro,,05/07/2025,6.2.45,Discontinued,Batcher,,,,,,,,,6.2.44,,,,09/20/2019,,,
1980974,,Motor Control Panel,,,,,,,,,,,,,,,,,,,,,
1980974,,Microsystem,,,Poly,Released,,,,,,,,,,,,,,,,,
1980974,,VFD (Variable Frequency Drive) or Soft Start,,,,,,,,,,,,,,,,,,,,,
1980989,,FOPro Exporter Version,,,8.3.025,Released,,,,,,,,,,,,,,,,,
1980989,,FOPro Production Interface,,,,,,,,,,,,,,,,,,,,,
1980989,,FOPro Multi-Customer,,,,,,,,,,,,,,,,,,,,,
1980989,,FOPro Spreadsheet Pricing,,,,,,,,,,,,,,,,,,,,,
1980989,,FOPro Lot Tracking,,,,,,,,,,,,,,,,,,,,,
1980989,,Scale Head,,,Rice Lake 920i,Released,,,,,,,,,,,,,,,,,
1980989,,Other Item,,,,,,,,,,,,,,,,,,,,,
1980989,,FBPro,,03/06/2026,6.2.93,Discontinued,C://Batcher/Database,,,,,,,,,6.2.24,01/23/2017,,,11/30/2020,42299371747008,,
1980989,,FOPro Base Program,10/30/2020,02/17/2026,8.5.89,Released,,,,,,,3,,,8.4.30,02/17/2015,,,03/24/2021,,,
1980990,,FOPro Base Program,,,Uninstalled,Alpha,,,,,,,5,,,8.5.64,06/15/2009,Installed NGO 10/31 but they never paid support on FOP from 7/29/24-10/31/24 so left NGO support due 7/29/24,,08/17/2022,,,
1980990,,FOPro Exporter Version,,,8.3.41,Released,,,,,,,,,,,08/20/2019,8.3.44,,,,,
1980990,,FOPro Production Interface,,,,,,,,,,,,,,,,,,,,,
1980990,,FOPro Spreadsheet Pricing,,,,,,,,,,,,,,,,,,,,,
1980990,,FOPro Contract Pricing,,,,,,,,,,,,,,,,,,,,,
1980990,,FOPro Multi-Customer,,,,,,,,,,,,,,,,,,,,,
1980990,,Double Batcher,,,Beta Raven,Released,,,,,,,,,,,,,,,,,
1980990,,Other Item,,,,,,,,,,,,,,,,,,,,,
1980990,,Computer/Server,,,Windows XP,Released,,,,,,,,,,,,,,,,,
1980990,,FOPro Manual Accounting Interface,,,Agris,Released,,,,,,,,,,,,,,,,,
1980990,,NexGen Office VFD Module,,,,,,,,,,,,,,,,,,,,,
1980990,,NexGen Office Pre-Order,,,,,,,,,,,,,,,,,,,,,
1980990,,NexGen Office Phone App,,,,,,,,,,,,,,,05/01/2025,,,,,,
1980990,,NexGen Office Integrated Accounting,,,Agris ,Alpha,,,,,,,,,,,,,,,,,
1980990,RM 17270,NexGen Office Base Program,04/17/2025,07/29/2025,7.1.29280.5,Discontinued,,,,,,,3,,Outright Ownership,7.1.28364.6,10/31/2024,,,04/28/2025,,,
1986513,,Computer/Server,,,Windows XP,Released,,,,,,,,,,,,,,,,,
1986513,,Scale Head,,,Rice Lake 920i,Released,,,,,,,,,,,,,,,,,
1986513,,OrdSync,,,5.4.10,Discontinued,,,,,,,,,,,,,,,,,
1986513,,MOTH,,,6.0.15,Released,,,,,,,,,,5.0.6.0,,,,08/19/2019,,,
1986513,,Other Item,,,,,,,,,,,,,,,,,,,,,
1986513,,Graphics Panel,,,,,,,,,,,,,,,,,,,,,
1986513,,Motor Control Panel,,,,,,,,,,,,,,,,,,,,,
1986513,,Receiving Pro,,09/10/2020,,,,,,,,,,,,,,,,,,,
1986513,,FBPro,,,Uninstalled,Alpha,Batcher,,,,,,,,,6.2.78,05/16/2006,,,02/08/2021,36321,,
1986513,,NexGen Office Base Program,,08/08/2025,KEPT IN CORPORATE,Alpha,EAINS1,Commercial,,,99999.00000000,4,8,"Granum, Ponoka, Red Deer, St. Malo",Outright Ownership,"4.1.11995, 5.0.13575",08/08/2018,,,01/10/2022,,,
1986513,,NexGen Office Receiving,,,,,,,,,,,,,,,,,,,,,
1986513,,Red Lion DLL,,,Uninstalled,Released,,,,,,,,,,,,,,,,,
1986513,,NexGen Office Custom Reports,,,,,,,,,,,,,,,,,,,,,
1986513,,NexGen Office Soft Client,,,,,,,,,,,,,,,,,,,,,
1986513,,Bin Safeguard Receiving (HMI),,,,,,,,,,,,,,,,,,,,,
1986513,,HMI,,09/10/2026,InduSoft,Released,,,,,,,,,,,11/22/2024,16000,,,,,
1986513,,Motor Control Panel,,,,,,,,,,,,,,,,,,,,,
1986513,,VFD (Variable Frequency Drive) or Soft Start,,,,,,,,,,,,,,,,,,,,,
1986513,,Scale Head,,,Rice Lake 1280i,Released,,,,,,,,,,,,,,,,,
1986513,,Microsystem,,,Stainless Steel,Released,,,,,,,,,,,,,,,,,
1986513,,PLC Program,,,,,,,,,,,,,,,,,,,,,
1986513,,NexGen Controller,,09/10/2026,2.0.29330.01,Discontinued,,,,,,,,,Outright Ownership,,11/22/2024,,,03/19/2025,,,
1986513,,Loadout NexGen Whiteboard (NO SCALE),,09/10/2026,,,,,,,,,,,Outright Ownership,,11/22/2024,,,,,,
1986513,,Loadout Pro,,,Uninstalled,Alpha,,,,,,,,,,3.0.44,,,,08/28/2009,,,
1986514,,FOPro Base Program,,10/01/2018,8.4.5,Released,,,,,,,6,,,8.3.158,03/15/2012,,,01/16/2017,,,
1986514,,FOPro Exporter Version,,,8.3.007,Released,,,,,,,,,,,,,,,,,
1986514,,FOPro Report Viewer Version,,,8.1.7,Released,,,,,,,,,,,,,,,,,
1986514,,FOPro Production Interface,,,,,,,,,,,,,,,,,,,,,
1986514,,FOPro Auto Accounting Interface,,,QuickBooks,Released,,,,,,,,,,,,,,,,,
1986514,,FOPro Manual Accounting Interface,,,FBS Acct/Smartfeeder,Released,,,,,,,,,,,,,,,,,
1986514,,FOPro Spreadsheet Pricing,,,,,,,,,,,,,,,,,,,,,
1986514,,FOPro Grain Bank,,,,,,,,,,,,,,,,,,,,,
1986514,,FOPro Contract Pricing,,,,,,,,,,,,,,,,,,,,,
1986514,,FOPro Lot Tracking,,,,,,,,,,,,,,,,,,,,,
1986514,,FOPro Multi-Customer,,,,,,,,,,,,,,,,,,,,,
1986514,,FOPro Tags,,,,,,,,,,,,,,,,,,,,,
1986514,,Other Item,,,,,,,,,,,,,,,,,,,,,
1986515,,FOPro Exporter Version,,,8.1.12,Released,,,,,,,,,,,,,,,,,
1986515,,FOPro Production Interface,,,,,,,,,,,,,,,,,,,,,
1986515,,FOPro Multi-Customer,,,,,,,,,,,,,,,,,,,,,
1986515,,Scale Head,,,Hardy 2151,Released,,,,,,,,,,,,,,,,,
1986515,,OrdSync,,,5.4.5,Discontinued,,,,,,,,,,,,,,,,,
1986515,,MOTH,,,5.0.6.0,Released,,,,,,,,,,,,,,,,,
1986515,,Other Item,,,,,,,,,,,,,,,,,,,,,
1986515,,FBPro,,04/02/2026,5.4.48,Discontinued,Batcher,,,,,,,,,"5.3.42, 5.4.33",04/02/2007,,,04/05/2012,32400490,,
1986515,,FOPro Base Program,,04/02/2026,8.1.154,Released,,,,,,,,,,8.1.153,04/15/2004,,,04/05/2012,,,
1986523,,FOPro Production Interface,,,,,,,,,,,,,,,,,,,,,
1986523,,FOPro Multi-Customer,,,,,,,,,,,,,,,,,,,,,
1986523,,Red Lion DLL,,,5.4.0.0,Released,,,,,,,,,,,,,,,,,
1986523,,Scale Head,,,Hardy 2151,Released,,,,,,,,,,,,,,,,,
1986523,,OrdSync,,,7.0.21,Discontinued,,,,,,,,,,,,,,,,,
1986523,,MOTH,,,6.0.11,Released,,,,,,,,,,,,,,,,,
1986523,,Other Item,,,,,,,,,,,,,,,,,,,,,
1986523,,FOPro Base Program,,05/05/2026,8.3.162,Released,,,,,,,,,,8.1.154,,,,,,,
1986523,,FBPro,,05/05/2026,6.2.29,Discontinued,Batcher,,,,,,,,,6.2.24,05/05/2007,,,08/03/2017,755200192,,
1986527,,FOPro Exporter Version,,,8.3.10,Released,,,,,,,,,,,,,,,,,
1986527,,FOPro Production Interface,,,,,,,,,,,,,,,,,,,,,
1986527,,FOPro Manual Accounting Interface,,,Mas 200,Released,,,,,,,,,,,,,,,,,
1986527,,Scale Head,,,Rice Lake 920i,Released,,,,,,,,,,,,,,,,,
1986527,,OrdSync,02/01/2021,,7.0.57,Discontinued,,,,,,,,,,,,,,02/02/2021,,,
1986527,,MOTH,,,6.0.17,Beta,,,,,,,,,,,,,,02/02/2021,,,
1986527,,Other Item,,,,,,,,,,,,,,,,,,,,,
1986527,,FBPro,,09/19/2025,6.2.96,Discontinued,Batcher,,,,,,,,,,09/19/2014,,,02/02/2021,64081,,
1986527,,FOPro Base Program,10/30/2020,09/19/2025,8.5.89,Released,,,,,,,,,,,09/16/2014,,,02/02/2021,,,
1986527,,NexGen Office Base Program,,,,,,Level 1/Farm Level,,,,,,,Outright Ownership,,,,,,,,
1986527,,Loadout NexGen Whiteboard (NO SCALE),,,,,,,,,,,,,Trial Only,,,,,,,,
1986527,,NexGen Controller,,,,,,Level 1/Farm Level,,,,,,,Outright Ownership,,,,,,,,
1986528,,FOPro Production Interface,,,,,,,,,,,,,,,,,,,,,
1986528,,FOPro Manual Accounting Interface,,,Mas 200,Released,,,,,,,,,,,,,,,,,
1986528,,Scale Head,,,ESI 300,Released,,,,,,,,,,,,,,,,,
1986528,,MOTH,,,5.0.4,Released,,,,,,,,,,,,,,,,,
1986528,,OrdSync,,,5.1.4,Discontinued,,,,,,,,,,,,,,,,,
1986528,,Other Item,,,,,,,,,,,,,,,,,,,,,
1986528,,Computer/Server,,,XP Unlimited,Released,,,,,,,,,,,,,,,,,
1986528,,Mark III,,,,,,,,,,,,,,,,,,,,,
1986528,,NexGen Office Base Program,,,,,,Level 1/Farm Level,,,,,,,Outright Ownership,,,,,,,,
1986528,,NexGen Controller,,,,,,Level 1/Farm Level,,,,,,,Outright Ownership,,,,,,,,
1986528,,Loadout NexGen Whiteboard (NO SCALE),,,,,,,,,,,,,Outright Ownership,,,,,,,,
1986528,,Red Lion DLL,,,Uninstalled,Released,,,,,,,,,,,,,,,,,
1986528,,FBPro,,07/10/2025,,,Batcher,,,,,,,,,6.2.9,12/22/2000,,,11/05/2013,,,
1986528,,FOPro Base Program,,07/10/2025,,,,,,,,,,,,,07/22/2013,,,09/11/2014,,,
1986529,,Microsystem,,,Poly,Released,,,,,,,,,,,,,,,,,
1986529,,FOPro Exporter Version,,,8.1.12,Released,,,,,,,,,,,,,,,,,
1986529,,FOPro Auto Accounting Interface,,,QuickBooks,Released,,,,,,,,,,,,,,,,,
1986529,,FOPro Grain Bank,,,,,,,,,,,,,,,,,,,,,
1986529,,Red Lion DLL,,,5.4.0.0,Released,,,,,,,,,,,,,,,,,
1986529,,Scale Head,,,Rice Lake 920i,Released,,,,,,,,,,,,,,,,,
1986529,,OrdSync,,,5.4.10,Discontinued,,,,,,,,,,,,,,,,,
1986529,,MOTH,,,5.0.6.0,Released,,,,,,,,,,,,,,,,,
1986529,,Other Item,,,,,,,,,,,,,,,,,,,,,
1986529,,Liquid,,,,,,,,,,,,,,,04/28/2021,,,,,,
1986529,,FOPro Base Program,,08/26/2024,8.5.70,Released,,,,,2.00000000,,3,,,8.1.154,04/25/2011,,,10/31/2018,,,
1986529,,FBPro,,08/26/2024,6.2.44,Discontinued,,,,,,,,,,5.4.48,05/26/2011,,,10/31/2018,249605640,,
1986532,,FOPro Base Program,,03/07/2023,8.3.105,Released,,,,,,,,,,,03/07/2012,,,,,,
1986532,,FOPro Production Interface,,,,,,,,,,,,,,,,,,,,,
1986532,,FBPro,,03/07/2023,6.2.17,Discontinued,Batcher,,,,,,,,,5.4.48,,,,,1830402528,,
1986532,,MOTH,,,5.0.6.0,Released,,,,,,,,,,,,,,,,,
1986532,,Scale Head,,,Rice Lake 120i,Released,,,,,,,,,,,,They have two (2) 120i scales.,,,,,
1986532,,Scale Head,,,Rice Lake 120i,Released,,,,,,,,,,,,They have two (2) 120i scales.,,,,,
1986532,,Other Item,,,,,,,,,,,,,,,,,,,,,
1986615,,Bulk Bag Rack,,,,,,,,,,,,,,,,,,,,,
1986615,,Motor Control Panel,,,,,,,,,,,,,,,,,,,,,
1986615,,Microsystem,,,Poly,Released,,,,,,,,,,,,,,,,,
1986615,,FOPro Base Program,,01/24/2023,8.4.6,Released,,,,,,,3,,,8.3.129,10/25/2010,,,08/16/2017,,,
1986615,,FOPro Exporter Version,,,8.3.24,Released,,,,,,,,,,,,,,,,,
1986615,,FOPro Production Interface,,,,,,,,,,,,,,,,,,,,,
1986615,,FOPro Manual Accounting Interface,,,AgVision,Released,,,,,,,,,,,,,,,,,
1986615,,FOPro Spreadsheet Pricing,,,,,,,,,,,,,,,,,,,,,
1986615,,FOPro Grain Bank,,,,,,,,,,,,,,,,,,,,,
1986615,,FOPro Contract Pricing,,,,,,,,,,,,,,,,,,,,,
1986615,,FOPro Lot Tracking,,,,,,,,,,,,,,,,,,,,,
1986615,,FOPro Multi-Customer,,,,,,,,,,,,,,,,,,,,,
1986615,,FOPro Split Owner,,,,,,,,,,,,,,,,,,,,,
1986615,,FBPro,,12/12/2022,6.2.29,Discontinued,,,,,,,,,,,06/12/2017,,,06/12/2017,,,
1986615,,Scale Head,,,Rice Lake 920i,Released,,,,,,,,,,,,,,,,,
1986615,,Other Item,,,,,,,,,,,,,,,,,,,,,
1986616,,Microsystem,,,Poly,Released,,,,,,,,,,,,,,,,,
1986616,,Motor Control Panel,,,,,,,,,,,,,,,,,,,,,
1986616,,Bulk Bag Rack,,,,,,,,,,,,,,,,,,,,,
1986616,,FOPro Production Interface,,,,,,,,,,,,,,,,,,,,,
1986616,,FOPro Auto Accounting Interface,,,QuickBooks,Released,,,,,,,,,,,,,,,,,
1986616,,FOPro Spreadsheet Pricing,,,,,,,,,,,,,,,,,,,,,
1986616,,FOPro Grain Bank,,,,,,,,,,,,,,,,,,,,,
1986616,,FOPro Contract Pricing,,,,,,,,,,,,,,,,,,,,,
1986616,,FOPro Lot Tracking,,,,,,,,,,,,,,,,,,,,,
1986616,,FOPro Multi-Customer,,,,,,,,,,,,,,,,,,,,,
1986616,,FOPro Tags,,,,,,,,,,,,,,,,,,,,,
1986616,,FOPro Split Owner,,,,,,,,,,,,,,,,,,,,,
1986616,,OrdSync,,,7.0.41,Discontinued,,,,,,,,,,7.0.38,12/08/2015,,,04/08/2020,,,
1986616,,PLC Program,,,,,,,,,,,,,,,,,,,,,
1986616,,FOPro Base Program,,02/01/2026,8.5.43,Released,,,,,,,,,,8.3.159,10/01/2015,,,10/24/2018,,,
1986616,,FBPro,,02/01/2026,6.2.82,Discontinued,,,,,,,,,,6.2.44; 6.2.17,12/08/2015,,,04/08/2020,,,
1986616,,HMI,,02/01/2026,Eaton,Released,,,1729.00000000,252.00000000,,,,,,,12/08/2015,,A10345 (4000 Tags),,,,
1986619,,Microsystem,,,Poly,Released,,,,,,,,,,,,,,,,,
1986619,,Motor Control Panel,,,,,,,,,,,,,,,,,,,,,
1986619,,Scale Head,,,Rice Lake 920i,Released,,,,,,,,,,,,,,,,,
1986619,,Other Item,,,,,,,,,,,,,,,,,,,,,
1986619,,FBPro,,08/20/2025,6.2.25,Discontinued,,,,,,,,,,,08/20/2016,,,,,,
1986619,,FOPro Base Program,,08/20/2025,8.3.159,Released,,,,,,,,,,,08/20/2016,,,,,,
1986619,,HMI,,08/20/2025,Eaton,Released,,,745.00000000,132.00000000,,,,,,,08/20/2016,,A10426 (1500 Tag),,,,
1986619,,PLC Program,,,,,,,,,,,,,,,,,,,,,
1986620,,Bulk Bag Rack,,,,,,,,,,,,,,,,,,,,,
1986620,,Red Lion DLL,,,5.4.0.0,Released,,,,,,,,,,,,,,,,,
1986620,,Scale Head,,,Rice Lake 920i,Released,,,,,,,,,,,,,,,,,
1986620,,OrdSync,,,5.4.10,Discontinued,,,,,,,,,,,,,,,,,
